periodicity,periodicity_label.value,seasonadj,seasonadj_label.value,geo_level,geo_level_label.value,geography,geography_label.value,ind_level,industry,industry_label.value,ownercode,ownercode_label.value,sex,sex_label.value,agegrp,agegrp_label.value,race,race_label.value,ethnicity,ethnicity_label.value,education,education_label.value,firmage,firmage_label.value,firmsize,firmsize_label.value,year,quarter,Emp,sEmp
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E5,Educational attainment not available (workers aged 24 or younger),0,All Firm Ages,0,All Firm Sizes,2020,2,14488385,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,0,All Firm Ages,0,All Firm Sizes,2020,3,14802633,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",0,All Firm Ages,0,All Firm Sizes,2020,3,26925798,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,0,All Firm Ages,0,All Firm Sizes,2020,3,31231293,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,0,All Firm Ages,0,All Firm Sizes,2020,3,28099412,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E5,Educational attainment not available (workers aged 24 or younger),0,All Firm Ages,0,All Firm Sizes,2020,3,14983521,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,0,All Firm Ages,0,All Firm Sizes,2020,4,15133083,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",0,All Firm Ages,0,All Firm Sizes,2020,4,27409602,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,0,All Firm Ages,0,All Firm Sizes,2020,4,31782129,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,0,All Firm Ages,0,All Firm Sizes,2020,4,28569357,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E5,Educational attainment not available (workers aged 24 or younger),0,All Firm Ages,0,All Firm Sizes,2020,4,15494193,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,0,All Firm Ages,0,All Firm Sizes,2021,1,15186462,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",0,All Firm Ages,0,All Firm Sizes,2021,1,27514882,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,0,All Firm Ages,0,All Firm Sizes,2021,1,31963438,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,0,All Firm Ages,0,All Firm Sizes,2021,1,28699606,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E5,Educational attainment not available (workers aged 24 or younger),0,All Firm Ages,0,All Firm Sizes,2021,1,15790450,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,0,All Firm Ages,0,All Firm Sizes,2021,2,15279790,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",0,All Firm Ages,0,All Firm Sizes,2021,2,27646467,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,0,All Firm Ages,0,All Firm Sizes,2021,2,32181962,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,0,All Firm Ages,0,All Firm Sizes,2021,2,29041122,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E5,Educational attainment not available (workers aged 24 or younger),0,All Firm Ages,0,All Firm Sizes,2021,2,15744226,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,0,All Firm Ages,0,All Firm Sizes,2021,3,15686653,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",0,All Firm Ages,0,All Firm Sizes,2021,3,28150579,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,0,All Firm Ages,0,All Firm Sizes,2021,3,32713166,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,0,All Firm Ages,0,All Firm Sizes,2021,3,29477997,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E5,Educational attainment not available (workers aged 24 or younger),0,All Firm Ages,0,All Firm Sizes,2021,3,17640081,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,0,All Firm Ages,0,All Firm Sizes,2021,4,16181863,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",0,All Firm Ages,0,All Firm Sizes,2021,4,28701526,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,0,All Firm Ages,0,All Firm Sizes,2021,4,33303636,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,0,All Firm Ages,0,All Firm Sizes,2021,4,29933871,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E5,Educational attainment not available (workers aged 24 or younger),0,All Firm Ages,0,All Firm Sizes,2021,4,16971355,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,0,All Firm Ages,0,All Firm Sizes,2022,1,16242177,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",0,All Firm Ages,0,All Firm Sizes,2022,1,28792947,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,0,All Firm Ages,0,All Firm Sizes,2022,1,33448154,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,0,All Firm Ages,0,All Firm Sizes,2022,1,29992258,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E5,Educational attainment not available (workers aged 24 or younger),0,All Firm Ages,0,All Firm Sizes,2022,1,16951000,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,0,All Firm Ages,0,All Firm Sizes,2022,2,16457707,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",0,All Firm Ages,0,All Firm Sizes,2022,2,29075058,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,0,All Firm Ages,0,All Firm Sizes,2022,2,33796748,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,0,All Firm Ages,0,All Firm Sizes,2022,2,30379942,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E5,Educational attainment not available (workers aged 24 or younger),0,All Firm Ages,0,All Firm Sizes,2022,2,17008207,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,0,All Firm Ages,0,All Firm Sizes,2022,3,16845926,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",0,All Firm Ages,0,All Firm Sizes,2022,3,29534177,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,0,All Firm Ages,0,All Firm Sizes,2022,3,34274832,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,0,All Firm Ages,0,All Firm Sizes,2022,3,30742875,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E5,Educational attainment not available (workers aged 24 or younger),0,All Firm Ages,0,All Firm Sizes,2022,3,18657368,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,0,All Firm Ages,0,All Firm Sizes,2022,4,17088419,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",0,All Firm Ages,0,All Firm Sizes,2022,4,29823071,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,0,All Firm Ages,0,All Firm Sizes,2022,4,34620190,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,0,All Firm Ages,0,All Firm Sizes,2022,4,31048074,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E5,Educational attainment not available (workers aged 24 or younger),0,All Firm Ages,0,All Firm Sizes,2022,4,17773124,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,0,All Firm Ages,0,All Firm Sizes,2023,1,16919756,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",0,All Firm Ages,0,All Firm Sizes,2023,1,29628009,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,0,All Firm Ages,0,All Firm Sizes,2023,1,34457928,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,0,All Firm Ages,0,All Firm Sizes,2023,1,30901946,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E5,Educational attainment not available (workers aged 24 or younger),0,All Firm Ages,0,All Firm Sizes,2023,1,17512754,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,0,All Firm Ages,0,All Firm Sizes,2023,2,17000801,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",0,All Firm Ages,0,All Firm Sizes,2023,2,29730983,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,0,All Firm Ages,0,All Firm Sizes,2023,2,34651732,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,0,All Firm Ages,0,All Firm Sizes,2023,2,31186812,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E5,Educational attainment not available (workers aged 24 or younger),0,All Firm Ages,0,All Firm Sizes,2023,2,17502036,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,0,All Firm Ages,0,All Firm Sizes,2023,3,17263380,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",0,All Firm Ages,0,All Firm Sizes,2023,3,29974564,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,0,All Firm Ages,0,All Firm Sizes,2023,3,34886221,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,0,All Firm Ages,0,All Firm Sizes,2023,3,31338640,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E5,Educational attainment not available (workers aged 24 or younger),0,All Firm Ages,0,All Firm Sizes,2023,3,19051687,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,0,All Firm Ages,0,All Firm Sizes,2023,4,17417152,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",0,All Firm Ages,0,All Firm Sizes,2023,4,30112362,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,0,All Firm Ages,0,All Firm Sizes,2023,4,35071675,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,0,All Firm Ages,0,All Firm Sizes,2023,4,31511026,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E5,Educational attainment not available (workers aged 24 or younger),0,All Firm Ages,0,All Firm Sizes,2023,4,17868019,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,0,All Firm Ages,0,All Firm Sizes,2024,1,17285886,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",0,All Firm Ages,0,All Firm Sizes,2024,1,29881353,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,0,All Firm Ages,0,All Firm Sizes,2024,1,34918414,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,0,All Firm Ages,0,All Firm Sizes,2024,1,31421616,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E5,Educational attainment not available (workers aged 24 or younger),0,All Firm Ages,0,All Firm Sizes,2024,1,17563875,6
