date,Q1,Q2,Q3,Q4,Overall,P,P_12m_change,wage_index_1,wage_index_2,wage_index_3,wage_index_4,med_wage_index,P_norm,price_mom_grth,q1_mom_grth,q2_mom_grth,q3_mom_grth,q4_mom_grth,med_mom_grth,P_1m_change,nom_wage_index_1,nom_wage_index_2,nom_wage_index_3,nom_wage_index_4,med_nom_wage_index,price_index,real_wage_index_1,real_wage_index_2,real_wage_index_3,real_wage_index_4,med_real_wage_index,predicted_real_wage_index_1,predicted_real_wage_index_2,predicted_real_wage_index_3,predicted_real_wage_index_4,predicted_med_real_wage_index,predicted_price_index
2004-04-01,3.1,3.8,3.4,3.6,3.4,187.4,2.2925764192139875,1,1,1,1,1,0.7238148208230014,1.001603420630679,1.0025833333333334,1.0031666666666668,1.0028333333333332,1.003,1.0028333333333332,1.001910480349345,1.2328258087031365,1.2140539108862258,1.2117356852995942,1.2166803079129538,1.2167765130085162,1.110189573459715,1.1104642289705955,1.09355549710563,1.0914673622122286,1.0959212165192462,1.0960078729767218,1.089759103817748,1.076761327409976,1.0737122181916094,1.0783405639521018,1.0778953986530537,1.1278774185555016
2004-05-01,3.1,3.7,3.3,3.6,3.4,188.2,2.8977583378895444,1,1,1,1,1,0.7269047453515948,1.0042689434364995,1.0025833333333334,1.0030833333333333,1.00275,1.003,1.0028333333333332,1.002414798614908,1.236010608708953,1.217797243778125,1.2150679584341681,1.2203303488366926,1.2202240464620402,1.114928909952606,1.1086003759302412,1.0922644779476494,1.089816532325652,1.094536465906662,1.0944411213750929,1.0907999083107656,1.0778200216355267,1.074719882795238,1.0794448637204546,1.0789416288139684,1.1300369928005949
2004-06-01,3.1,3.7,3.2,3.6,3.4,188.9,3.1676679410158393,1,1,1,1,1,0.729608429314114,1.0037194473963869,1.0025833333333334,1.0030833333333333,1.0026666666666666,1.003,1.0028333333333332,1.00263972328418,1.2392036361147847,1.2215521186131075,1.218308139656659,1.2239913398832025,1.2236813479270159,1.1190758293838858,1.1073455467240643,1.0915722478660277,1.0886734461304612,1.0937519225637091,1.0934749154583396,1.091840712803783,1.0788787158610773,1.0757275473988666,1.0805491634888074,1.079987858974883,1.1321965670456882
2004-07-01,3.1,3.7,3.3,3.4,3.4,189.1,2.939575394665228,1,1,1,1,1,0.7303809104462623,1.0010587612493382,1.0025833333333334,1.0030833333333333,1.00275,1.0028333333333332,1.0028333333333332,1.002449646162221,1.242404912174748,1.2253185709788312,1.221658487040715,1.2274593153462048,1.2271484450794756,1.1202606635071086,1.109031989291896,1.0937798772143141,1.090512705512812,1.0956908113719694,1.0954133132174275,1.0928815172968007,1.079937410086628,1.0767352120024951,1.08165346325716,1.0810340891357977,1.1343561412907814
2004-08-01,3.1,3.7,3.3,3.4,3.4,189.2,2.5474254742547275,1,1,1,1,1,0.7307671510123365,1.0005288207297727,1.0025833333333334,1.0030833333333333,1.00275,1.0028333333333332,1.0028333333333332,1.002122854561879,1.245614458197866,1.2290966365726825,1.225018047880077,1.2309371167396856,1.2306253656738673,1.12085308056872,1.1113093051997878,1.0965724749126262,1.0929336494828596,1.0982145100721934,1.0979363727576579,1.0939223217898182,1.0809961043121785,1.0777428766061237,1.0827577630255127,1.0820803192967123,1.1365157155358747
2004-09-01,3.2,3.7,3.3,3.4,3.4,189.8,2.5391680172879516,1,1,1,1,1,0.7330845944087816,1.003171247357294,1.0026666666666666,1.0030833333333333,1.00275,1.0028333333333332,1.0028333333333332,1.00211597334774,1.2489360967530603,1.2328863512021149,1.2283868475117472,1.2344247719037813,1.2341121375432764,1.1244075829383884,1.1107503326233752,1.096476375568583,1.0924747094835774,1.0978445811241218,1.0975665374989731,1.0949631262828357,1.0820547985377291,1.0787505412097522,1.0838620627938655,1.0831265494576272,1.138675289780968
2004-10-01,3.2,3.7,3.3,3.5,3.5,190.8,3.1909140075716547,1,1,1,1,1,0.7369470000695233,1.0052687038988408,1.0026666666666666,1.0030833333333333,1.00275,1.0029166666666667,1.0029166666666667,1.0026590950063097,1.2522665930110684,1.236687750784988,1.2317649113424045,1.2380251774885007,1.2377116312777776,1.130331753554502,1.107875266772895,1.0940927271095704,1.0897375106635112,1.095275943186892,1.0949985501031914,1.0960039307758533,1.0831134927632797,1.0797582058133808,1.0849663625622181,1.0841727796185419,1.1408348640260613
2004-11-01,3.2,3.7,3.3,3.6,3.5,191.7,3.621621621621607,1,1,1,1,1,0.7404231651641908,1.0047169811320755,1.0026666666666666,1.0030833333333333,1.00275,1.003,1.0029166666666667,1.003018018018018,1.2556059705924312,1.2405008713499084,1.2351522648485962,1.241739253020966,1.2413216235356712,1.1356635071090044,1.1056144383724698,1.092313756306023,1.0876040808891136,1.0934042040163752,1.093036463499329,1.0970447352688708,1.0841721869888303,1.0807658704170093,1.086070662330571,1.0852190097794565,1.1429944382711545
2004-12-01,3.3,3.7,3.3,3.6,3.5,191.7,3.3423180592991875,1,1,1,1,1,0.7404231651641908,1.0,1.00275,1.0030833333333333,1.00275,1.003,1.0029166666666667,1.002785265049416,1.2590588870115604,1.2443257490365707,1.23854893357693,1.2454644707800289,1.2449421449376503,1.1356635071090044,1.1086548780779941,1.0956817237213,1.090594992111559,1.0966844166284242,1.0962244865178687,1.0980855397618883,1.085230881214381,1.0817735350206377,1.0871749620989237,1.0862652399403712,1.1451540125162478
2005-01-01,3.3,3.7,3.3,3.6,3.5,191.6,2.8448738593666034,1,1,1,1,1,0.7400369245981167,0.9994783515910276,1.00275,1.0030833333333333,1.00275,1.003,1.0029166666666667,1.002370728216139,1.2625212989508423,1.2481624200961001,1.2419549431442665,1.2492008641923689,1.2485732261937186,1.135071090047393,1.1122839001195315,1.0996336978717212,1.0941648977179135,1.1005485692884756,1.0999956189013558,1.099126344254906,1.0862895754399315,1.0827811996242662,1.0882792618672763,1.0873114701012858,1.147313586761341
2005-02-01,3.3,3.6,3.4,3.6,3.5,192.4,3.0530262453133394,1,1,1,1,1,0.7431268491267101,1.0041753653444678,1.00275,1.003,1.0028333333333332,1.003,1.0029166666666667,1.002544188537761,1.2659932325229573,1.2519069073563882,1.245473815483175,1.2529484667849458,1.2522148981034502,1.1398104265402842,1.1107050813403079,1.0983466006328397,1.092702599030977,1.0992604012125722,1.0986168128890978,1.1001671487479234,1.0873482696654821,1.0837888642278948,1.089383561635629,1.0883577002622005,1.1494731610064344
2005-03-01,3.3,3.6,3.3,3.7,3.5,193.1,3.2068412613575736,1,1,1,1,1,0.7458305330892293,1.0036382536382535,1.00275,1.003,1.00275,1.0030833333333333,1.0029166666666667,1.002672367717798,1.2694747139123954,1.2556626280784573,1.2488988684757538,1.2568117245575328,1.255867191556252,1.1439573459715637,1.1097220699555277,1.0976481181752649,1.091735520449028,1.0986526105919812,1.0978269390714417,1.101207953240941,1.0884069638910328,1.0847965288315233,1.090487861403982,1.0894039304231153,1.1516327352515277
2005-04-01,3.4,3.6,3.4,3.7,3.6,193.7,3.3617929562433257,1,1,1,1,1,0.7481479764856743,1.0031071983428275,1.0028333333333332,1.003,1.0028333333333332,1.0030833333333333,1.003,1.0028014941302028,1.2730715589351471,1.2594296159626925,1.2524374152697684,1.2606868940415852,1.2596347931309206,1.1475118483412319,1.1094190973064166,1.0975308165952635,1.0914374584281723,1.0986264724533796,1.0977096183815152,1.1022487577339586,1.0894656581165836,1.0858041934351519,1.0915921611723345,1.09045016058403,1.153792309496621
2005-05-01,3.5,3.6,3.4,3.7,3.6,193.6,2.869287991498415,1,1,1,1,1,0.7477617359196002,0.9994837377387713,1.0029166666666667,1.003,1.0028333333333332,1.0030833333333333,1.003,1.0023910733262487,1.2767846843153747,1.2632079048105804,1.255985987946366,1.26457401196488,1.2634136975103132,1.1469194312796205,1.1132296214485295,1.1013920161778206,1.0950952208953855,1.1025831261346686,1.1015714470027942,1.103289562226976,1.090524352342134,1.0868118580387804,1.0926964609406873,1.0914963907449446,1.1559518837417142
2005-06-01,3.5,3.7,3.5,3.9,3.7,193.7,2.541026998411855,1,1,1,1,1,0.7481479764856743,1.00051652892562,1.0029166666666667,1.0030833333333333,1.0029166666666667,1.00325,1.0030833333333333,1.0021175224986765,1.280508639644628,1.267102795850413,1.2596492804112096,1.2686838775037659,1.2673092230776366,1.1475118483412319,1.1159001464739973,1.1042176145562714,1.09772224333202,1.105595449265027,1.1043975057073057,1.1043303667199935,1.0915830465676848,1.087819522642409,1.09380076070904,1.0925426209058593,1.1581114579868075
2005-07-01,3.5,3.7,3.5,4.0,3.7,194.9,3.067160232681121,1,1,1,1,1,0.7527828632785645,1.0061951471347446,1.0029166666666667,1.0030833333333333,1.0029166666666667,1.0033333333333334,1.0030833333333333,1.0025559668605677,1.284243456510258,1.2710096961376185,1.2633232574790756,1.272912823762112,1.2712167598487927,1.1546208530805684,1.1122642147713269,1.1008026511443307,1.0941455405975784,1.1024509217601055,1.1009819859542138,1.1053711712130112,1.0926417407932354,1.0888271872460376,1.0949050604773927,1.093588851066774,1.1602710322319008
2005-08-01,3.6,3.7,3.6,3.9,3.7,196.1,3.6469344608879517,1,1,1,1,1,0.7574177500714545,1.0061570035915854,1.003,1.0030833333333333,1.003,1.00325,1.0030833333333333,1.00303911205074,1.2880961868797887,1.2749286427007094,1.2671132272515127,1.2770497904393388,1.2751363448583264,1.161729857819905,1.1087742801902518,1.0974398515445172,1.0907124567060449,1.099265704365938,1.0976186385114,1.1064119757060287,1.093700435018786,1.0898348518496659,1.0960093602457455,1.0946350812276888,1.162430606476994
2005-09-01,3.5,3.8,3.7,4.0,3.7,198.8,4.741833508956805,1,1,1,1,1,0.7678462453554572,1.0137684854665987,1.0029166666666667,1.0031666666666668,1.0030833333333333,1.0033333333333334,1.0030833333333333,1.0039515279241307,1.2918531340915214,1.2789659167359284,1.2710201597022048,1.2813066230741366,1.279068015254973,1.177725118483412,1.0969054780414933,1.0859630117958992,1.079216312664649,1.0879504928315609,1.08604970309376,1.1074527801990461,1.0947591292443366,1.0908425164532944,1.0971136600140983,1.0956813113886035,1.1645901807220875
2005-10-01,3.6,3.8,3.8,4.0,3.8,199.1,4.350104821802936,1,1,1,1,1,0.7690049670536797,1.0015090543259557,1.003,1.0031666666666668,1.0031666666666668,1.0033333333333334,1.0031666666666668,1.0036250873515025,1.2957286934937957,1.283015975472259,1.2750450568745952,1.2855776451510506,1.2831183973032805,1.1795023696682463,1.098538440290069,1.087760405121634,1.0810025394295917,1.089932227531378,1.0878472399035348,1.1084935846920638,1.0958178234698872,1.091850181056923,1.0982179597824508,1.0967275415495181,1.1667497549671806
2005-11-01,3.6,3.8,3.9,4.1,3.8,198.1,3.3385498174230532,1,1,1,1,1,0.7651425613929379,0.9949773982923154,1.003,1.0031666666666668,1.00325,1.0034166666666666,1.0031666666666668,1.0027821248478526,1.299615879574277,1.2870788593945879,1.2791889533094376,1.2899700354386499,1.2871816055614076,1.1735781990521326,1.1073960649779806,1.0967133340020518,1.0899903852530697,1.0991768903687236,1.0968008834869543,1.1095343891850813,1.0968765176954378,1.0928578456605516,1.0993222595508036,1.0977737717104328,1.168909329212274
2005-12-01,3.8,3.9,4.0,4.0,3.9,198.1,3.3385498174230532,1,1,1,1,1,0.7651425613929379,1.0,1.0031666666666668,1.00325,1.0033333333333334,1.0033333333333334,1.00325,1.0027821248478526,1.3037313298595956,1.2912618656876202,1.2834529164871358,1.2942699355567788,1.2913649457794822,1.1735781990521326,1.1109028191837444,1.1002776523375584,1.0936236865372466,1.1028408133366194,1.1003654863582868,1.1105751936780988,1.0979352119209884,1.09386551026418,1.1004265593191564,1.0988200018713474,1.1710689034573674
2006-01-01,3.8,3.9,4.0,3.9,3.9,199.3,4.018789144050117,1,1,1,1,1,0.769777448185828,1.0060575466935893,1.0031666666666668,1.00325,1.0033333333333334,1.00325,1.00325,1.003348990953375,1.3078598124041512,1.2954584667511049,1.2877310928754264,1.2984763128473382,1.2955618818532655,1.1806872037914693,1.1077106690106406,1.0972071710365603,1.0906623606491317,1.0997631791702491,1.0972947599439598,1.1116159981711162,1.098993906146539,1.0948731748678087,1.101530859087509,1.099866232032262,1.1732284777024606
2006-02-01,3.8,4.0,3.9,4.0,3.9,199.4,3.63825363825363,1,1,1,1,1,0.7701636887519022,1.0005017561465128,1.0031666666666668,1.0033333333333334,1.00325,1.0033333333333334,1.00325,1.003031878031878,1.3120013684767644,1.2997766616402753,1.2919162189272715,1.302804567223496,1.2997724579692886,1.1812796208530807,1.1106611384096179,1.100312439743623,1.093658263565313,1.1028756817819765,1.1003088811695882,1.112656802664134,1.1000526003720896,1.0958808394714372,1.1026351588558618,1.100912462193177,1.175388051947554
2006-03-01,3.9,4.0,4.0,4.0,3.9,199.7,3.4179181771103018,1,1,1,1,1,0.7713224104501247,1.0015045135406218,1.00325,1.0033333333333334,1.0033333333333334,1.0033333333333334,1.00325,1.0028482651475918,1.316265372924314,1.3041092505124097,1.296222606323696,1.307147249114241,1.3039967184576888,1.1830568720379147,1.1125968700532007,1.1023216899674249,1.0956553627813714,1.1048896126714267,1.1022265702336398,1.1136976071571514,1.1011112945976402,1.0968885040750658,1.1037394586242146,1.1019586923540916,1.1775476261926472
2006-04-01,3.9,4.0,4.1,4.0,4.0,200.7,3.613835828600931,1,1,1,1,1,0.7751848161108664,1.0050075112669004,1.00325,1.0033333333333334,1.0034166666666666,1.0033333333333334,1.0033333333333334,1.0030115298571673,1.3205432353863178,1.3084562813474512,1.3006513668953017,1.3115044066112886,1.3083433741858812,1.1889810426540284,1.1106512114260612,1.1004854025483297,1.0939210300544442,1.1030490475136299,1.1003904412684442,1.1147384116501688,1.1021699888231908,1.097896168678694,1.1048437583925672,1.1030049225150063,1.1797072004377405
2006-05-01,3.8,4.1,4.1,4.0,4.0,201.3,3.9772727272727293,1,1,1,1,1,0.7775022595073116,1.0029895366218238,1.0031666666666668,1.0034166666666666,1.0034166666666666,1.0033333333333334,1.0033333333333334,1.003314393939394,1.324724955631708,1.3129268403087215,1.3050952590655271,1.3158760879666598,1.312704518766501,1.1925355450236967,1.1108473547473041,1.1009540518833194,1.0943868839059163,1.1034271418220176,1.1007676242810995,1.1157792161431865,1.1032286830487414,1.0989038332823227,1.10594805816092,1.104051152675921,1.1818667746828337
2006-06-01,3.9,4.0,4.1,3.9,3.9,201.8,4.1817243159525175,1,1,1,1,1,0.7794334623376824,1.0024838549428714,1.00325,1.0033333333333334,1.0034166666666666,1.00325,1.00325,1.0034847702632939,1.329030311737511,1.3173032631097508,1.309554334534001,1.3201526852525514,1.316970808452492,1.1954976303317537,1.1116963162601181,1.101886971322725,1.0954052114437034,1.1042704324610042,1.1016088823923718,1.116820020636204,1.104287377274292,1.0999114978859512,1.1070523579292728,1.1050973828368356,1.184026348927927
2006-07-01,3.9,4.0,4.0,3.8,3.9,202.9,4.104669061056954,1,1,1,1,1,0.7836821085644983,1.0054509415262636,1.00325,1.0033333333333334,1.0033333333333334,1.0031666666666668,1.00325,1.0034205575508808,1.333349660250658,1.3216942739867834,1.3139195156491146,1.3243331687558513,1.3212509635799625,1.2020142180094788,1.1092628026136573,1.0995662565252293,1.0930981480609685,1.1017616504977215,1.099197450233108,1.1178608251292215,1.1053460714998427,1.1009191624895798,1.1081566576976254,1.1061436129977502,1.1861859231730203
2006-08-01,3.8,4.0,4.0,3.9,3.9,203.8,3.926568077511483,1,1,1,1,1,0.7871582736591659,1.0044356826022671,1.0031666666666668,1.0033333333333334,1.0033333333333334,1.00325,1.00325,1.003272140064593,1.3375719341747851,1.3260999215667395,1.3182992473679451,1.3286372515543077,1.3255450292115973,1.2073459715639812,1.1078613468533058,1.0983595032407538,1.091898493403872,1.100461079795717,1.097899906432373,1.1189016296222392,1.1064047657253933,1.1019268270932083,1.1092609574659782,1.107189843158665,1.1883454974181136
2006-09-01,3.9,3.9,4.0,3.9,3.9,202.8,2.012072434607637,1,1,1,1,1,0.7832958679984242,0.9950932286555447,1.00325,1.00325,1.0033333333333334,1.00325,1.00325,1.0016767270288396,1.3419190429608532,1.3304097463118314,1.322693578192505,1.3329553226218591,1.329853050556535,1.2014218009478674,1.1169424775729389,1.10736274742326,1.1009402169570752,1.1094815505846636,1.1068993833034668,1.1199424341152566,1.1074634599509439,1.1029344916968369,1.110365257234331,1.1082360733195797,1.1905050716632068
2006-10-01,3.8,4.0,3.9,3.8,3.8,201.9,1.4063284781516971,1,1,1,1,1,0.7798197029037566,0.9955621301775147,1.0031666666666668,1.0033333333333334,1.00325,1.0031666666666668,1.0031666666666668,1.0011719403984598,1.3461684532635627,1.3348444454662043,1.3269923323216306,1.3371763478101617,1.3340642518832975,1.1960900473933649,1.1254741699400168,1.1160066488097835,1.1094418310841567,1.1179562531468812,1.1153543621490867,1.120983238608274,1.1085221541764945,1.1039421563004654,1.1114695570026836,1.1092823034804944,1.1926646459083001
2006-11-01,3.8,3.9,3.9,3.9,3.8,202.0,1.9687026754164672,1,1,1,1,1,0.7802059434698307,1.0004952947003467,1.0031666666666668,1.00325,1.00325,1.00325,1.0031666666666668,1.001640585562847,1.3504313200322309,1.3391826899139694,1.3313050574016758,1.3415221709405447,1.338288788680928,1.1966824644549763,1.1284792416902998,1.1190793963241488,1.1124965034128855,1.1210343685879403,1.1183324135115875,1.1220240431012918,1.109580848402045,1.104949820904094,1.1125738567710364,1.110328533641409,1.1948242201533934
2006-12-01,3.8,4.0,3.8,3.9,3.9,203.1,2.5239777889954462,1,1,1,1,1,0.7844545896966466,1.0054455445544555,1.0031666666666668,1.0033333333333334,1.0031666666666668,1.00325,1.00325,1.002103314824163,1.3547076858789997,1.3436466322136826,1.3355208567501147,1.3458821179961014,1.342638227244141,1.2031990521327014,1.125921503576441,1.1167284663597716,1.1099749907406173,1.118586418108035,1.1158903631649977,1.1230648475943092,1.1106395426275957,1.1059574855077223,1.1136781565393892,1.1113747638023237,1.1969837943984867
2007-01-01,3.8,4.0,3.9,3.9,3.9,203.437,2.075765178123423,1,1,1,1,1,0.7857562204043167,1.0016592811422946,1.0031666666666668,1.0033333333333334,1.00325,1.00325,1.00325,1.0017298043151028,1.35899759355095,1.3481254543210617,1.3398612995345525,1.3502562348795886,1.3470018014826846,1.205195497630332,1.1276158898892545,1.1185948312715737,1.1117377240198802,1.120362827055425,1.117662490551262,1.1241056520873267,1.1116982368531463,1.1069651501113509,1.1147824563077418,1.1124209939632383,1.19914336864358
2007-02-01,4.0,4.0,3.9,3.9,3.9,204.226,2.420260782347028,1,1,1,1,1,0.7888036584706418,1.003878350545869,1.0033333333333334,1.0033333333333334,1.00325,1.00325,1.00325,1.0020168839852892,1.3635275855294533,1.3526192058354654,1.3442158487580398,1.3546445676429473,1.3513795573375031,1.2098696682464456,1.1270036941298938,1.11798753314968,1.1110418618117042,1.1196615661969067,1.1169629198954614,1.1251464565803442,1.1127569310786969,1.1079728147149794,1.1158867560760946,1.1134672241241532,1.2013029428886732
2007-03-01,4.0,4.0,3.9,4.0,4.0,205.288,2.798197295943927,1,1,1,1,1,0.7929055332823496,1.0052001214340975,1.0033333333333334,1.0033333333333334,1.00325,1.0033333333333334,1.0033333333333334,1.0023318310799532,1.3680726774812182,1.3571279365215836,1.3485845502665035,1.3591600495350906,1.3558841558619616,1.2161611374407584,1.124910700863322,1.1159112840733179,1.1088864039056632,1.1175822082222209,1.114888573659927,1.1261872610733619,1.1138156253042475,1.108980479318608,1.1169910558444474,1.1145134542850679,1.2034625171337665
2007-04-01,4.1,4.0,3.9,4.0,4.0,205.904,2.5929247633283525,1,1,1,1,1,0.7952847751693665,1.003000662483925,1.0034166666666666,1.0033333333333334,1.00325,1.0033333333333334,1.0033333333333334,1.0021607706361069,1.3727469257959457,1.361651696309989,1.3529674500548696,1.363690583033541,1.360403769714835,1.2198104265402843,1.1253772684083634,1.1162814046212126,1.1091620637251438,1.11795288297489,1.1152583549997288,1.1272280655663793,1.114874319529798,1.1099881439222365,1.1180953556128,1.1155596844459825,1.2056220913788598
2007-05-01,4.2,4.1,3.8,4.0,4.0,206.755,2.709885742672613,1,1,1,1,1,0.7985716823866577,1.004132994016629,1.0035,1.0034166666666666,1.0031666666666668,1.0033333333333334,1.0033333333333334,1.0022582381188938,1.3775515400362317,1.3663040062723812,1.3572518469800434,1.3682362183103196,1.3649384489472178,1.224851895734597,1.1246678433804065,1.1154850729548402,1.1080946616537997,1.1170625796270077,1.114370197491187,1.1282688700593968,1.1159330137553487,1.110995808525865,1.1191996553811527,1.1166059146068972,1.207781665623953
2007-06-01,4.1,4.1,3.9,4.0,4.0,207.234,2.692765113974227,1,1,1,1,1,0.800421774698153,1.0023167517109624,1.0034166666666666,1.0034166666666666,1.00325,1.0033333333333334,1.0033333333333334,1.002243970928312,1.3822581744646887,1.3709722116271452,1.3616629154827284,1.3727970057046874,1.369488243777042,1.2276895734597157,1.125902023073624,1.1167091757272556,1.10912639882203,1.118195540128315,1.1155004272926483,1.1293096745524145,1.1169917079808993,1.1120034731294937,1.1203039551495055,1.1176521447678118,1.2099412398690466
2007-07-01,4.2,4.2,3.9,4.1,4.1,207.603,2.3178905864958077,1,1,1,1,1,0.8018470023869667,1.0017805958481716,1.0035,1.0035,1.00325,1.0034166666666666,1.0034166666666666,1.0019315754887466,1.3870960780753152,1.3757706143678403,1.3660883199580474,1.3774873954741784,1.3741673286099467,1.2298755924170617,1.1278344627925088,1.1186258373207103,1.110753256980479,1.1200217355049846,1.1173222211112508,1.130350479045432,1.11805040220645,1.113011137733122,1.1214082549178581,1.1186983749287265,1.2121008141141398
2007-08-01,4.3,4.2,4.0,4.1,4.1,207.667,1.897448478900876,1,1,1,1,1,0.8020941963492542,1.000308280708853,1.0035833333333333,1.0035,1.0033333333333334,1.0034166666666666,1.0034166666666666,1.0015812070657508,1.3920665056884183,1.3805858115181278,1.370641947691241,1.3821938107420484,1.3788624003160306,1.230254739336493,1.131527041659026,1.1221950766576294,1.114112308504873,1.1235021224039339,1.1207942194635927,1.1313912835384494,1.1191090964320005,1.1140188023367505,1.122512554686211,1.1197446050896414,1.2142603883592331
2007-09-01,4.5,4.1,4.0,4.2,4.2,208.547,2.8338264299802685,1,1,1,1,1,0.8054931133307068,1.004237553390765,1.00375,1.0034166666666666,1.0033333333333334,1.0035,1.0035,1.0023615220249835,1.3972867550847496,1.3853028130408147,1.3752107541835452,1.3870314890796456,1.3836884187171368,1.2354680094786732,1.1309776897212893,1.1212777687585507,1.113109156718545,1.1226769762050959,1.1199710620601238,1.132432088031467,1.1201677906575511,1.115026466940379,1.1236168544545637,1.120790835250556,1.2164199626043264
2007-10-01,4.6,4.1,4.1,4.2,4.2,209.19,3.610698365527476,1,1,1,1,1,0.8079766401705638,1.0030832378312804,1.0038333333333334,1.0034166666666666,1.0034166666666666,1.0035,1.0035,1.0030089153046062,1.4026430209792413,1.3900359309853707,1.3799093909270057,1.3918860992914244,1.3885313281826468,1.2392772511848344,1.1318234234011946,1.121650485923469,1.113479158604515,1.1231434273167569,1.120436388915487,1.1334728925244846,1.1212264848831017,1.1160341315440077,1.1247211542229163,1.1218370654114707,1.2185795368494197
2007-11-01,4.6,4.2,4.0,4.1,4.2,210.834,4.373267326732666,1,1,1,1,1,0.8143264350768232,1.0078588842678904,1.0038333333333334,1.0035,1.0033333333333334,1.0034166666666666,1.0035,1.003644389438944,1.4080198192263285,1.3949010567438196,1.3845090888967626,1.39664171013067,1.3933911878312861,1.2490165876777255,1.127302738103931,1.1167994648792732,1.108479344914831,1.1181930839905188,1.1155906187138744,1.134513697017502,1.1222851791086523,1.1170417961476362,1.125825453991269,1.1228832955723853,1.220739111094513
2007-12-01,4.6,4.1,4.1,4.0,4.2,211.445,4.108813392417532,1,1,1,1,1,0.8166863649355364,1.0028980145517326,1.0038333333333334,1.0034166666666666,1.0034166666666666,1.0033333333333334,1.0035,1.0034240111603479,1.4134172285333628,1.3996669686876941,1.3892394949504931,1.4012971824977725,1.3982680569886956,1.2526362559241708,1.1283540787270052,1.1173770215161518,1.1090525987734077,1.1186784478499088,1.116260247438775,1.1355545015105197,1.123343873334203,1.1180494607512648,1.126929753759622,1.1239295257333,1.2228986853396062
2008-01-01,4.7,3.9,4.1,4.0,4.1,212.174,4.294695655165981,1,1,1,1,1,0.8195020586622171,1.0034477050769703,1.0039166666666666,1.00325,1.0034166666666666,1.0033333333333334,1.0034166666666666,1.0035789130459716,1.4189531126784516,1.404215886335929,1.3939860632249073,1.4059681731060985,1.4030454728500736,1.2569549763033177,1.1288814153483584,1.1171568694255885,1.1090182938171704,1.1185509422469737,1.1162257195372307,1.1365953060035372,1.1244025675597535,1.1190571253548933,1.1280340535279745,1.1249757558942148,1.2250582595846995
2008-02-01,4.6,4.0,4.2,4.0,4.1,212.687,4.142959270611968,1,1,1,1,1,0.8214834727661777,1.0024178268779398,1.0038333333333334,1.0033333333333334,1.0035,1.0033333333333334,1.0034166666666666,1.0034524660588433,1.424392432943719,1.408896605957049,1.3988650144461945,1.4106547336831188,1.407839211548978,1.259994075829384,1.1304755000583004,1.1181771668487017,1.1102155488512115,1.1195725128743668,1.1173379609918213,1.1376361104965547,1.1254612617853041,1.1200647899585219,1.1291383532963273,1.1260219860551295,1.2272178338297928
2008-03-01,4.6,3.9,4.1,4.0,4.1,213.448,3.9749035501344343,1,1,1,1,1,0.8244227634740021,1.0035780278061188,1.0038333333333334,1.00325,1.0034166666666666,1.0033333333333334,1.0034166666666666,1.003312419625112,1.42985260393667,1.4134755199264093,1.403644469912219,1.4153569161287294,1.4126493288551036,1.2645023696682465,1.1307630877052484,1.1178116813630388,1.1100370419080177,1.1192995363860496,1.1171583088655854,1.1386769149895724,1.1265199560108548,1.1210724545621502,1.13024265306468,1.1270682162160441,1.229377408074886
2008-04-01,4.6,3.9,4.1,4.0,4.1,213.942,3.9037609759888126,1,1,1,1,1,0.8263307918704086,1.0023143810202018,1.0038333333333334,1.00325,1.0034166666666666,1.0033333333333334,1.0034166666666666,1.0032531341466573,1.4353337055850939,1.41806931536617,1.408440255184419,1.4200747725158251,1.4174758807286918,1.2674289099526068,1.132476696968168,1.118855112291226,1.1112577945196824,1.120437415751331,1.1183868930224226,1.1397177194825898,1.1275786502364054,1.1220801191657788,1.1313469528330327,1.1281144463769588,1.2315369823199793
2008-05-01,4.6,3.9,4.2,4.1,4.1,215.208,4.088413823123993,1,1,1,1,1,0.8312205974369076,1.0059174916566171,1.0038333333333334,1.00325,1.0035,1.0034166666666666,1.0034166666666666,1.00340701151927,1.4408358181231702,1.4226780406411101,1.4133697960775646,1.4249266946552541,1.4223189233211815,1.2749289099526067,1.1301303208950928,1.115888132691254,1.1085871416392183,1.117651881239577,1.1156064563427728,1.1407585239756073,1.128637344461956,1.1230877837694073,1.1324512526013855,1.1291606765378734,1.2336965565650726
2008-06-01,4.7,3.9,4.2,4.0,4.1,217.463,4.935966105947864,1,1,1,1,1,0.8399303222018801,1.010478235009851,1.0039166666666666,1.00325,1.0035,1.0033333333333334,1.0034166666666666,1.00411330508829,1.4464790917441526,1.4273017442731937,1.4183165903638362,1.429676450304105,1.427178512975862,1.288287914691943,1.1227917884256768,1.1079058710369816,1.1009313789169448,1.1097491748542647,1.1078102159462784,1.1417993284686248,1.1296960386875066,1.1240954483730359,1.1335555523697383,1.130206906698788,1.2358561308101659
2008-07-01,4.7,3.9,4.2,4.0,4.1,219.016,5.497512078341837,1,1,1,1,1,0.8459286381930121,1.007141444751521,1.0039166666666666,1.00325,1.0035,1.0033333333333334,1.0034166666666666,1.0045812600652848,1.452144468186817,1.4319404749420814,1.4232806984301096,1.4344420384717855,1.4320547062285296,1.2974881516587677,1.1191967081397465,1.1036250875288716,1.0969508250310593,1.1055530924409056,1.1037131278599546,1.1428401329616424,1.1307547329130572,1.1251031129766644,1.1346598521380908,1.1312531368597027,1.2380157050552592
